AX,AY,AZ
-0.47,-0.33,-0.11
-0.21,-0.35,0.81
0.04,-0.33,0.70
0.06,-0.32,0.51
-0.00,-0.32,0.81
0.02,-0.35,1.50
0.15,-0.35,1.66
-0.03,-0.34,1.21
-0.18,-0.34,0.78
-0.18,-0.34,0.65
-0.11,-0.36,0.79
-0.06,-0.35,0.95
-0.01,-0.35,1.08
0.04,-0.34,1.06
0.00,-0.33,0.97
-0.02,-0.33,0.91
-0.03,-0.32,0.89
-0.03,-0.33,0.92
-0.01,-0.33,0.98
0.00,-0.33,0.99
0.01,-0.33,0.96
-0.04,-0.33,0.91
-0.05,-0.33,0.96
-0.03,-0.34,1.00
-0.01,-0.34,0.99
-0.01,-0.34,0.96
-0.03,-0.33,0.93
-0.02,-0.33,0.95
-0.00,-0.34,1.00
0.01,-0.33,0.96
-0.02,-0.33,0.94
-0.03,-0.33,0.93
-0.04,-0.33,0.95
-0.05,-0.33,0.99
-0.04,-0.33,0.98
0.01,-0.33,0.95
0.03,-0.32,0.95
0.02,-0.32,0.96
0.01,-0.32,0.98
-0.00,-0.32,0.99
-0.04,-0.32,0.97
-0.04,-0.32,0.94
-0.01,-0.32,0.96
0.00,-0.33,0.99
0.01,-0.32,0.95
0.01,-0.32,0.95
0.00,-0.32,0.96
0.02,-0.32,0.98
0.00,-0.32,0.98
-0.00,-0.32,0.97
-0.01,-0.32,0.96
0.00,-0.31,0.97
-0.01,-0.32,0.95
-0.00,-0.32,0.98
0.02,-0.32,0.98
0.02,-0.31,0.97
0.04,-0.31,0.96
0.02,-0.31,0.96
0.01,-0.31,0.98
0.00,-0.31,0.96
0.00,-0.32,0.96
-0.01,-0.31,0.97
0.00,-0.31,0.97
-0.01,-0.32,0.97
0.02,-0.31,0.96
0.03,-0.31,0.98
0.01,-0.31,0.98
-0.00,-0.31,0.96
-0.00,-0.31,0.95
0.01,-0.31,0.99
-0.01,-0.31,0.98
-0.01,-0.31,0.98
-0.01,-0.31,0.99
-0.03,-0.31,1.01
-0.06,-0.31,1.02
-0.06,-0.32,1.07
-0.07,-0.30,1.13
-0.07,-0.30,1.26
-0.05,-0.30,1.49
-0.03,-0.33,1.67
0.04,-0.33,1.73
0.04,-0.32,1.78
0.04,-0.32,1.87
0.04,-0.30,1.88
0.14,-0.31,1.81
0.27,-0.24,1.66
0.10,-0.30,1.72
0.06,-0.34,1.72
0.03,-0.30,1.49
0.21,-0.34,1.49
0.11,-0.33,1.49
0.01,-0.35,1.53
-0.06,-0.37,1.53
-0.01,-0.37,1.38
0.04,-0.35,1.33
-0.02,-0.37,1.29
0.01,-0.36,1.07
-0.02,-0.36,0.92
-0.09,-0.37,0.78
-0.07,-0.40,0.67
-0.06,-0.42,0.66
-0.04,-0.44,0.67
0.04,-0.43,0.61
0.02,-0.42,0.50
-0.04,-0.42,0.36
-0.13,-0.44,0.34
-0.25,-0.46,0.39
-0.20,-0.48,0.33
-0.16,-0.48,0.26
-0.14,-0.49,0.23
-0.16,-0.52,0.16
-0.10,-0.50,0.10
-0.07,-0.52,0.11
-0.02,-0.52,0.08
-0.05,-0.52,-0.01
-0.06,-0.53,-0.13
-0.08,-0.54,-0.21
-0.20,-0.57,-0.20
-0.25,-0.58,-0.15
-0.21,-0.59,-0.16
-0.19,-0.60,-0.22
-0.10,-0.61,-0.28
-0.01,-0.61,-0.29
0.01,-0.61,-0.32
-0.07,-0.62,-0.33
-0.15,-0.63,-0.29
-0.20,-0.64,-0.25
-0.20,-0.65,-0.30
-0.11,-0.63,-0.48
-0.07,-0.61,-0.62
-0.08,-0.59,-0.62
-0.10,-0.57,-0.67
-0.18,-0.54,-0.80
-0.25,-0.51,-0.88
-0.30,-0.47,-1.04
-0.36,-0.41,-1.28
-0.50,-0.38,-1.44
-0.60,-0.33,-1.57
-0.67,-0.32,-1.70
-0.74,-0.32,-1.75
-0.74,-0.34,-1.73
-0.72,-0.33,-1.68
-0.65,-0.36,-1.49
-0.59,-0.38,-1.38
-0.51,-0.39,-1.37
-0.43,-0.41,-1.28
-0.36,-0.42,-1.18
-0.30,-0.43,-1.14
-0.26,-0.42,-1.15
-0.24,-0.43,-1.15
-0.25,-0.42,-1.14
-0.26,-0.42,-1.05
-0.28,-0.43,-0.95
-0.28,-0.43,-0.86
-0.20,-0.44,-0.80
-0.13,-0.44,-0.71
-0.07,-0.46,-0.63
-0.02,-0.46,-0.56
-0.04,-0.48,-0.46
-0.08,-0.49,-0.38
-0.05,-0.51,-0.32
-0.09,-0.50,-0.30
-0.17,-0.51,-0.18
-0.25,-0.52,-0.09
-0.32,-0.51,-0.05
-0.38,-0.53,0.03
-0.40,-0.54,0.10
-0.36,-0.51,0.18
-0.23,-0.50,0.23
-0.09,-0.47,0.22
0.01,-0.44,0.25
0.05,-0.45,0.33
0.08,-0.39,0.40
0.02,-0.40,0.56
-0.06,-0.40,0.73
-0.09,-0.44,0.91
-0.12,-0.46,1.07
-0.09,-0.45,1.08
-0.03,-0.53,1.05
0.11,-0.45,1.04
0.13,-0.51,1.04
0.04,-0.49,0.98
0.06,-0.50,1.05
0.06,-0.49,1.13
0.11,-0.51,1.19
0.19,-0.50,1.25
0.14,-0.50,1.12
0.06,-0.51,1.02
0.05,-0.49,0.98
-0.08,-0.48,0.91
-0.10,-0.46,0.91
-0.06,-0.43,0.94
-0.05,-0.41,0.99
-0.04,-0.41,1.08
-0.01,-0.42,1.16
0.01,-0.41,1.15
0.05,-0.42,1.12
0.09,-0.40,1.11
0.10,-0.35,1.04
0.10,-0.39,1.08
0.02,-0.39,1.10
-0.06,-0.38,1.16
-0.14,-0.38,1.23
-0.16,-0.38,1.24
-0.14,-0.37,1.23
-0.08,-0.35,1.14
-0.06,-0.35,1.14
0.03,-0.33,1.10
0.01,-0.31,1.12
-0.35,-0.55,1.58
-0.70,-0.05,4.00
1.56,-0.02,3.99
0.21,-0.21,-0.26
-0.79,-0.32,-1.68
-0.18,-0.29,0.08
0.13,-0.31,0.83
-0.01,-0.34,0.36
0.04,-0.33,0.51
0.17,-0.34,0.95
0.15,-0.36,1.10
-0.08,-0.47,1.73
0.16,-0.33,2.36
0.11,-0.38,1.20
-0.22,-0.37,0.27
-0.30,-0.38,0.31
-0.16,-0.38,0.70
-0.17,-0.39,0.83
-0.17,-0.40,1.17
-0.02,-0.39,1.25
0.01,-0.37,1.00
-0.03,-0.36,0.87
-0.06,-0.35,0.86
-0.08,-0.35,0.92
-0.10,-0.34,0.98
-0.12,-0.35,0.99
-0.13,-0.35,0.96
-0.14,-0.35,0.92
-0.11,-0.35,0.91
-0.05,-0.35,0.94
0.01,-0.35,0.95
0.01,-0.36,0.99
0.00,-0.36,0.99
-0.01,-0.36,0.96
-0.04,-0.37,0.97
-0.07,-0.36,0.94
-0.07,-0.36,0.91
-0.08,-0.36,0.94
-0.04,-0.37,0.96
-0.03,-0.37,0.98
-0.02,-0.36,0.94
-0.02,-0.36,0.92
-0.04,-0.36,0.96
-0.06,-0.36,0.97
-0.06,-0.35,0.96
-0.09,-0.35,0.94
-0.09,-0.35,0.93
-0.07,-0.35,0.97
-0.06,-0.35,0.97
-0.06,-0.36,0.93
-0.06,-0.35,0.94
-0.06,-0.36,0.96
-0.06,-0.36,0.94
-0.05,-0.36,0.95
-0.05,-0.36,0.94
-0.07,-0.36,0.98
-0.07,-0.36,0.98
-0.08,-0.37,0.95
-0.08,-0.37,0.94
-0.08,-0.36,0.94
-0.06,-0.36,0.94
-0.03,-0.36,0.96
-0.04,-0.36,0.97
-0.06,-0.37,0.99
-0.05,-0.36,1.00
-0.09,-0.36,0.99
-0.15,-0.35,0.99
-0.15,-0.35,0.99
-0.07,-0.35,1.01
-0.02,-0.35,1.01
-0.01,-0.35,1.00
-0.05,-0.35,1.02
-0.07,-0.35,1.09
-0.09,-0.36,1.14
-0.09,-0.34,1.32
-0.02,-0.36,1.38
0.00,-0.36,1.53
-0.02,-0.36,1.52
-0.00,-0.37,1.56
0.02,-0.38,1.58
-0.00,-0.39,1.63
0.04,-0.40,1.59
0.08,-0.41,1.54
0.03,-0.40,1.50
0.02,-0.42,1.42
0.12,-0.43,1.41
0.20,-0.44,1.40
0.22,-0.43,1.34
0.31,-0.45,1.31
0.30,-0.43,1.29
0.12,-0.41,1.21
-0.03,-0.43,1.11
-0.09,-0.42,1.10
-0.07,-0.44,1.05
0.01,-0.43,0.96
0.03,-0.46,0.92
-0.05,-0.48,0.91
-0.14,-0.50,0.83
-0.19,-0.51,0.79
-0.18,-0.53,0.74
-0.14,-0.54,0.63
-0.15,-0.55,0.60
-0.21,-0.57,0.56
-0.27,-0.58,0.53
-0.35,-0.59,0.44
-0.36,-0.61,0.40
-0.26,-0.62,0.41
-0.16,-0.62,0.33
-0.17,-0.64,0.21
-0.18,-0.65,0.21
-0.12,-0.64,0.28
-0.08,-0.63,0.22
-0.04,-0.61,0.20
-0.09,-0.60,0.20
-0.06,-0.59,0.13
-0.10,-0.59,-0.01
-0.15,-0.59,-0.15
-0.13,-0.58,-0.34
-0.22,-0.61,-0.39
-0.23,-0.61,-0.29
-0.16,-0.60,-0.25
-0.10,-0.58,-0.26
-0.01,-0.58,-0.38
0.04,-0.58,-0.43
0.01,-0.59,-0.45
-0.09,-0.60,-0.52
-0.24,-0.62,-0.51
-0.29,-0.65,-0.44
-0.24,-0.65,-0.45
-0.17,-0.64,-0.49
-0.08,-0.62,-0.51
-0.01,-0.60,-0.55
0.03,-0.57,-0.71
-0.04,-0.54,-0.84
-0.15,-0.50,-0.96
-0.21,-0.45,-1.11
-0.27,-0.42,-1.30
-0.43,-0.38,-1.47
-0.56,-0.34,-1.62
-0.61,-0.35,-1.78
-0.59,-0.34,-1.76
-0.51,-0.33,-1.74
-0.47,-0.33,-1.69
-0.43,-0.34,-1.56
-0.40,-0.36,-1.42
-0.38,-0.40,-1.30
-0.34,-0.44,-1.20
-0.33,-0.47,-1.06
-0.34,-0.51,-0.90
-0.31,-0.53,-0.79
-0.22,-0.55,-0.73
-0.15,-0.56,-0.73
-0.09,-0.56,-0.75
-0.02,-0.56,-0.75
-0.03,-0.57,-0.76
-0.07,-0.58,-0.74
-0.16,-0.57,-0.71
-0.29,-0.58,-0.62
-0.43,-0.60,-0.50
-0.53,-0.61,-0.37
-0.49,-0.62,-0.35
-0.37,-0.62,-0.37
-0.26,-0.58,-0.37
-0.14,-0.56,-0.31
-0.01,-0.51,-0.26
0.13,-0.47,-0.22
0.25,-0.43,-0.15
0.32,-0.37,-0.09
0.15,-0.34,0.04
-0.29,-0.40,0.44
-0.51,-0.43,0.62
-0.57,-0.48,0.63
-0.54,-0.49,0.64
-0.37,-0.49,0.60
-0.12,-0.47,0.57
0.12,-0.48,0.63
0.29,-0.48,0.71
0.41,-0.49,0.73
0.27,-0.49,0.72
-0.12,-0.44,0.91
-0.63,-0.51,1.11
-0.81,-0.48,1.16
-0.53,-0.49,1.13
-0.17,-0.45,1.05
0.13,-0.47,1.11
0.36,-0.46,1.24
0.46,-0.53,1.15
0.41,-0.48,1.19
0.29,-0.47,1.08
0.04,-0.49,0.91
-0.16,-0.48,0.92
-0.21,-0.48,0.93
-0.15,-0.47,0.89
-0.10,-0.44,0.86
-0.06,-0.42,0.85
-0.04,-0.40,0.86
0.10,-0.36,0.94
0.12,-0.38,1.09
0.14,-0.38,1.24
0.10,-0.39,1.34
0.08,-0.40,1.42
0.06,-0.41,1.38
-0.07,-0.38,1.25
-0.18,-0.23,1.15
-1.57,-1.42,3.53
0.93,0.32,4.00
1.47,-0.20,1.77
-0.91,-0.36,-2.49
-0.84,-0.34,-1.52
-0.05,-0.43,1.11
0.13,-0.40,1.15
0.03,-0.35,0.19
0.09,-0.36,0.45
0.18,-0.35,0.82
0.17,-0.34,0.70
-0.05,-0.43,0.98
-0.22,-0.42,1.65
0.05,-0.43,2.25
0.24,-0.40,1.52
-0.11,-0.36,0.33
-0.12,-0.37,0.23
0.05,-0.37,0.70
0.13,-0.38,0.82
0.13,-0.38,1.05
0.19,-0.38,1.33
0.15,-0.38,1.18
-0.02,-0.37,0.88
-0.08,-0.38,0.77
-0.09,-0.39,0.83
-0.07,-0.40,0.94
-0.02,-0.40,0.98
0.01,-0.40,0.95
0.02,-0.39,0.96
0.02,-0.40,0.97
0.01,-0.40,0.94
0.03,-0.40,0.88
0.01,-0.39,0.92
-0.01,-0.39,0.94
-0.01,-0.40,0.97
-0.00,-0.40,0.98
-0.02,-0.41,0.94
-0.01,-0.39,0.85
-0.03,-0.40,0.89
-0.05,-0.40,0.95
-0.06,-0.41,0.99
-0.10,-0.40,0.96
-0.07,-0.40,0.90
-0.01,-0.40,0.94
0.02,-0.40,0.95
0.04,-0.39,0.93
0.03,-0.39,0.94
0.00,-0.39,0.94
0.01,-0.39,0.95
-0.02,-0.39,0.94
-0.03,-0.39,0.94
-0.02,-0.39,0.95
-0.02,-0.39,0.95
-0.01,-0.39,0.93
0.01,-0.40,0.92
0.00,-0.39,0.93
-0.02,-0.40,0.96
-0.04,-0.40,0.93
-0.06,-0.40,0.93
-0.05,-0.41,0.92
0.06,-0.38,0.94
-0.00,-0.40,0.95
0.02,-0.40,0.94
0.02,-0.40,0.94
-0.00,-0.40,0.92
0.00,-0.39,0.93
0.00,-0.39,0.96
-0.01,-0.39,0.95
-0.01,-0.39,0.95
-0.03,-0.39,0.93
-0.03,-0.39,0.93
-0.04,-0.39,0.91
-0.01,-0.39,0.93
-0.00,-0.39,0.96
0.01,-0.39,0.95
0.02,-0.39,0.95
0.03,-0.39,0.95
-0.00,-0.39,0.95
-0.02,-0.40,0.93
-0.01,-0.39,0.93
-0.03,-0.39,0.96
-0.07,-0.39,0.99
-0.05,-0.38,1.00
0.01,-0.37,1.02
0.07,-0.39,1.10
0.14,-0.39,1.15
0.11,-0.37,1.16
0.03,-0.38,1.34
-0.07,-0.39,1.48
-0.15,-0.39,1.57
-0.08,-0.41,1.67
0.02,-0.43,1.66
0.14,-0.45,1.59
0.17,-0.47,1.42
0.11,-0.49,1.33
-0.01,-0.50,1.33
-0.07,-0.50,1.30
-0.03,-0.50,1.33
0.00,-0.47,1.41
0.10,-0.46,1.42
0.18,-0.44,1.39
0.23,-0.42,1.37
0.22,-0.42,1.37
0.15,-0.41,1.31
0.09,-0.42,1.30
0.05,-0.42,1.27
0.06,-0.43,1.21
0.08,-0.43,1.15
0.10,-0.44,1.05
0.13,-0.44,0.99
0.07,-0.45,0.98
0.01,-0.45,0.89
-0.03,-0.45,0.82
-0.01,-0.46,0.81
-0.04,-0.45,0.75
0.04,-0.47,0.74
0.09,-0.47,0.70
0.04,-0.46,0.55
-0.01,-0.47,0.44
-0.09,-0.46,0.31
-0.17,-0.49,0.31
-0.14,-0.52,0.44
-0.12,-0.51,0.40
-0.10,-0.48,0.28
-0.16,-0.52,0.28
-0.17,-0.50,0.35
-0.10,-0.54,0.34
-0.02,-0.52,0.29
-0.02,-0.51,0.15
-0.03,-0.49,0.05
-0.08,-0.50,-0.04
-0.27,-0.50,-0.03
-0.45,-0.56,0.04
-0.33,-0.53,-0.07
-0.13,-0.53,-0.19
-0.03,-0.51,-0.34
0.05,-0.51,-0.46
0.07,-0.51,-0.52
0.04,-0.51,-0.57
-0.15,-0.52,-0.64
-0.23,-0.50,-0.62
-0.25,-0.47,-0.78
-0.24,-0.46,-1.03
-0.28,-0.45,-1.18
-0.27,-0.41,-1.30
-0.32,-0.40,-1.40
-0.47,-0.43,-1.44
-0.60,-0.42,-1.53
-0.72,-0.43,-1.71
-0.80,-0.43,-1.76
-0.92,-0.45,-1.59
-0.89,-0.47,-1.47
-0.77,-0.48,-1.47
-0.69,-0.49,-1.37
-0.66,-0.51,-1.18
-0.61,-0.53,-1.03
-0.55,-0.56,-1.01
-0.45,-0.56,-0.97
-0.40,-0.59,-0.88
-0.29,-0.59,-0.84
-0.26,-0.59,-0.80
-0.19,-0.60,-0.74
-0.22,-0.61,-0.71
-0.19,-0.63,-0.66
-0.23,-0.64,-0.64
-0.26,-0.64,-0.68
-0.27,-0.65,-0.67
-0.29,-0.63,-0.64
-0.24,-0.61,-0.62
-0.13,-0.59,-0.61
-0.00,-0.58,-0.58
0.12,-0.55,-0.55
0.16,-0.53,-0.48
0.02,-0.52,-0.37
-0.20,-0.52,-0.26
-0.36,-0.54,-0.20
-0.50,-0.55,-0.20
-0.55,-0.53,-0.18
-0.47,-0.51,-0.10
-0.29,-0.46,-0.00
-0.09,-0.41,0.08
0.12,-0.37,0.22
0.37,-0.35,0.46
0.61,-0.36,0.68
0.69,-0.38,0.81
0.46,-0.44,0.96
0.05,-0.51,1.06
-0.22,-0.56,1.02
-0.33,-0.58,0.96
-0.30,-0.58,0.84
-0.14,-0.57,0.76
0.07,-0.57,0.76
0.18,-0.52,0.74
0.20,-0.55,0.58
0.24,-0.49,0.71
0.32,-0.49,0.87
0.39,-0.48,1.03
0.33,-0.50,1.14
0.17,-0.53,1.23
-0.05,-0.57,1.24
-0.22,-0.57,1.12
-0.21,-0.56,0.93
-0.14,-0.51,0.80
-0.03,-0.50,0.74
0.08,-0.48,0.82
0.12,-0.47,0.85
0.15,-0.45,0.88
0.17,-0.43,0.92
0.21,-0.43,0.99
0.15,-0.41,1.06
0.03,-0.40,1.02
-0.17,-0.39,0.97
-0.26,-0.38,0.99
-0.20,-0.36,1.05
-0.07,-0.35,1.15
0.03,-0.32,1.20
0.14,-0.33,1.19
0.17,-0.30,1.23
-0.63,-1.02,1.69
-0.66,-0.57,4.00
2.61,-0.34,4.00
1.57,0.48,-0.66
-0.27,-0.30,-3.02
-1.36,-0.45,-2.32
-0.90,-0.36,0.66
-0.20,-0.38,1.31
0.02,-0.43,0.64
0.09,-0.37,0.49
0.07,-0.50,1.05
0.09,-0.47,2.01
0.29,-0.46,2.30
0.20,-0.41,1.50
-0.10,-0.42,0.57
-0.32,-0.42,0.34
-0.39,-0.44,0.42
-0.36,-0.46,0.67
-0.20,-0.45,0.97
-0.06,-0.43,1.08
-0.00,-0.43,1.01
0.02,-0.41,0.97
-0.03,-0.41,0.93
-0.08,-0.41,0.90
-0.11,-0.41,0.91
-0.13,-0.41,0.90
-0.16,-0.41,0.92
-0.18,-0.41,0.94
-0.14,-0.42,0.96
-0.11,-0.41,0.92
-0.05,-0.41,0.91
-0.01,-0.41,0.92
0.02,-0.41,0.92
0.02,-0.41,0.91
-0.01,-0.42,0.90
-0.02,-0.42,0.92
-0.04,-0.43,0.96
-0.09,-0.43,0.94
-0.08,-0.42,0.91
-0.02,-0.42,0.91
-0.01,-0.42,0.92
0.00,-0.42,0.95
0.00,-0.41,0.92
-0.02,-0.41,0.92
-0.05,-0.41,0.93
-0.07,-0.42,0.93
-0.09,-0.41,0.91
-0.08,-0.41,0.92
-0.06,-0.40,0.92
-0.04,-0.40,0.92
-0.03,-0.41,0.92
-0.03,-0.41,0.95
-0.03,-0.41,0.94
-0.02,-0.41,0.93
-0.03,-0.41,0.91
-0.07,-0.42,0.91
-0.08,-0.42,0.94
-0.08,-0.42,0.94
-0.06,-0.42,0.95
-0.05,-0.41,0.93
-0.05,-0.41,0.92
-0.05,-0.41,0.93
-0.05,-0.41,0.92
-0.07,-0.41,0.93
-0.08,-0.42,0.93
-0.07,-0.42,0.93
-0.08,-0.41,0.92
-0.06,-0.41,0.93
-0.06,-0.41,0.92
-0.05,-0.42,0.91
-0.05,-0.42,0.96
-0.04,-0.42,0.97
-0.02,-0.41,0.93
-0.05,-0.41,0.92
-0.06,-0.41,0.90
-0.08,-0.41,0.90
-0.09,-0.41,0.92
-0.08,-0.41,0.93
-0.07,-0.41,0.96
-0.05,-0.41,0.96
-0.04,-0.41,0.96
-0.05,-0.41,0.97
-0.06,-0.41,1.03
-0.07,-0.40,1.07
-0.03,-0.40,1.12
0.01,-0.40,1.19
0.04,-0.41,1.25
0.05,-0.42,1.29
0.03,-0.42,1.34
0.02,-0.43,1.36
0.06,-0.44,1.39
0.06,-0.45,1.41
0.03,-0.46,1.43
0.02,-0.47,1.42
0.02,-0.46,1.40
0.03,-0.48,1.46
-0.01,-0.46,1.47
0.04,-0.48,1.50
0.03,-0.46,1.48
0.02,-0.45,1.44
0.01,-0.46,1.46
-0.03,-0.46,1.40
-0.05,-0.47,1.31
-0.05,-0.48,1.28
-0.02,-0.48,1.15
0.01,-0.48,1.08
0.02,-0.48,1.04
0.03,-0.49,1.04
0.03,-0.50,0.99
0.02,-0.51,0.92
-0.01,-0.52,0.93
-0.03,-0.52,0.87
-0.05,-0.51,0.78
-0.10,-0.53,0.84
-0.13,-0.52,0.82
-0.13,-0.53,0.70
-0.21,-0.53,0.66
-0.24,-0.52,0.53
-0.22,-0.53,0.45
-0.19,-0.54,0.44
-0.13,-0.55,0.37
0.01,-0.54,0.20
-0.17,-0.50,0.31
-0.11,-0.55,0.23
-0.21,-0.54,0.05
-0.17,-0.55,0.08
-0.14,-0.51,0.11
-0.08,-0.53,0.00
-0.09,-0.52,-0.09
-0.16,-0.54,-0.10
-0.11,-0.54,-0.22
-0.07,-0.53,-0.32
-0.11,-0.55,-0.34
-0.10,-0.53,-0.37
-0.13,-0.54,-0.46
-0.14,-0.52,-0.57
-0.14,-0.53,-0.57
-0.17,-0.54,-0.64
-0.19,-0.54,-0.70
-0.17,-0.55,-0.68
-0.14,-0.58,-0.67
-0.18,-0.58,-0.68
-0.22,-0.59,-0.70
-0.27,-0.59,-0.70
-0.25,-0.60,-0.71
-0.28,-0.60,-0.82
-0.27,-0.59,-0.77
-0.25,-0.59,-0.77
-0.18,-0.56,-0.87
-0.24,-0.53,-1.07
-0.38,-0.53,-1.24
-0.57,-0.53,-1.35
-0.64,-0.51,-1.46
-0.64,-0.50,-1.55
-0.63,-0.50,-1.53
-0.61,-0.49,-1.43
-0.54,-0.48,-1.31
-0.46,-0.50,-1.25
-0.45,-0.53,-1.21
-0.41,-0.55,-1.14
-0.40,-0.57,-1.10
-0.36,-0.60,-1.03
-0.29,-0.61,-0.92
-0.18,-0.60,-0.88
-0.08,-0.59,-0.84
-0.05,-0.58,-0.80
-0.03,-0.57,-0.77
-0.00,-0.56,-0.75
0.01,-0.57,-0.80
-0.01,-0.55,-0.88
-0.06,-0.56,-0.83
-0.15,-0.55,-0.76
-0.23,-0.54,-0.66
-0.31,-0.57,-0.60
-0.36,-0.57,-0.54
-0.34,-0.58,-0.47
-0.26,-0.59,-0.40
-0.19,-0.60,-0.38
-0.12,-0.60,-0.37
-0.19,-0.60,-0.31
-0.36,-0.61,-0.13
-0.42,-0.62,-0.00
-0.34,-0.64,0.09
-0.20,-0.65,0.14
-0.04,-0.64,0.16
-0.01,-0.64,0.15
0.01,-0.64,0.17
0.02,-0.65,0.26
0.09,-0.64,0.29
0.11,-0.63,0.27
0.09,-0.62,0.28
0.02,-0.61,0.36
-0.03,-0.60,0.45
-0.06,-0.61,0.48
-0.08,-0.59,0.50
-0.01,-0.58,0.52
0.06,-0.53,0.59
0.12,-0.52,0.64
0.14,-0.53,0.69
0.22,-0.53,0.75
0.30,-0.48,0.82
0.17,-0.47,0.82
-0.11,-0.54,0.99
-0.19,-0.52,1.08
-0.10,-0.60,0.89
-0.09,-0.49,0.75
-0.06,-0.52,0.76
0.01,-0.49,0.79
0.12,-0.48,0.81
0.18,-0.48,0.85
0.27,-0.46,0.94
0.33,-0.43,0.98
0.13,-0.44,1.09
-0.12,-0.44,1.19
-0.28,-0.46,1.23
-0.30,-0.45,1.18
-0.23,-0.43,1.11
-0.17,-0.41,1.06
-0.12,-0.35,0.95
-0.09,-0.33,1.02
-0.04,-0.31,1.12
0.05,-0.31,1.19
-0.05,-0.31,1.36
-0.46,-0.39,1.66
-1.64,-0.42,4.00
1.88,1.16,4.00
1.33,-0.31,0.80
-0.54,-0.36,-2.35
-1.08,-0.36,-1.70
-0.35,-0.44,0.87
-0.01,-0.39,1.21
0.03,-0.41,0.40
-0.04,-0.38,0.44
0.22,-0.38,0.80
0.27,-0.38,0.76
0.10,-0.37,0.57
-0.11,-0.36,0.58
-0.25,-0.49,0.99
-0.31,-0.45,1.78
0.01,-0.45,2.22
0.20,-0.43,1.55
-0.06,-0.39,0.52
-0.09,-0.39,0.38
0.09,-0.38,0.74
0.12,-0.38,0.75
0.05,-0.38,0.79
0.01,-0.38,0.92
-0.04,-0.39,1.02
-0.08,-0.41,1.07
-0.12,-0.40,1.09
-0.09,-0.41,1.04
-0.07,-0.40,0.91
-0.04,-0.40,0.87
-0.00,-0.39,0.86
0.01,-0.39,0.86
-0.01,-0.40,0.90
-0.02,-0.40,0.97
-0.01,-0.40,1.00
-0.03,-0.40,0.96
-0.02,-0.40,0.95
-0.01,-0.39,0.94
0.00,-0.39,0.95
0.00,-0.40,0.94
-0.02,-0.39,0.90
-0.03,-0.39,0.89
-0.03,-0.40,0.95
-0.02,-0.41,0.99
-0.02,-0.40,0.95
-0.03,-0.40,0.89
-0.03,-0.39,0.92
-0.02,-0.39,0.95
-0.01,-0.40,0.95
-0.01,-0.39,0.95
-0.03,-0.39,0.94
-0.06,-0.39,0.91
-0.04,-0.39,0.92
-0.03,-0.39,0.91
-0.02,-0.39,0.92
-0.02,-0.39,0.96
-0.02,-0.40,0.96
-0.03,-0.40,0.94
-0.03,-0.40,0.93
-0.03,-0.40,0.94
-0.03,-0.40,0.94
-0.04,-0.40,0.89
-0.03,-0.40,0.89
-0.02,-0.40,0.94
-0.03,-0.40,0.96
-0.04,-0.40,0.95
-0.02,-0.39,0.94
-0.03,-0.40,0.93
-0.04,-0.40,0.94
-0.03,-0.39,0.92
-0.04,-0.39,0.92
-0.04,-0.39,0.92
-0.05,-0.39,0.94
-0.04,-0.39,0.99
-0.04,-0.37,0.98
-0.02,-0.38,1.03
0.01,-0.38,1.09
0.02,-0.39,1.15
0.12,-0.38,1.23
0.03,-0.38,1.22
0.05,-0.40,1.32
-0.03,-0.41,1.43
-0.08,-0.41,1.50
-0.09,-0.43,1.59
0.02,-0.45,1.69
0.08,-0.46,1.80
0.13,-0.46,1.73
0.11,-0.45,1.63
0.09,-0.46,1.50
-0.01,-0.46,1.34
-0.07,-0.46,1.20
-0.08,-0.46,1.20
0.02,-0.48,1.20
0.06,-0.49,1.18
0.09,-0.49,1.18
0.15,-0.50,1.17
0.12,-0.50,1.12
0.08,-0.51,1.06
0.05,-0.51,0.96
0.04,-0.52,0.87
-0.03,-0.52,0.80
-0.01,-0.53,0.77
-0.08,-0.56,0.83
-0.08,-0.56,0.76
-0.00,-0.56,0.72
0.06,-0.56,0.70
0.08,-0.56,0.67
0.09,-0.57,0.72
0.05,-0.58,0.71
-0.03,-0.58,0.65
-0.06,-0.58,0.57
-0.12,-0.59,0.46
-0.17,-0.60,0.34
-0.21,-0.62,0.27
-0.17,-0.62,0.30
-0.17,-0.64,0.32
-0.11,-0.63,0.28
-0.11,-0.62,0.20
0.05,-0.62,0.22
0.06,-0.61,0.14
-0.06,-0.60,0.09
-0.06,-0.63,-0.08
-0.12,-0.63,-0.15
-0.24,-0.66,-0.20
-0.27,-0.68,-0.25
-0.22,-0.71,-0.26
-0.19,-0.71,-0.21
-0.18,-0.74,-0.18
-0.10,-0.75,-0.16
0.00,-0.73,-0.13
0.08,-0.72,-0.10
0.03,-0.72,-0.03
0.00,-0.70,-0.03
0.03,-0.66,-0.21
0.01,-0.65,-0.42
-0.12,-0.62,-0.54
-0.21,-0.62,-0.55
-0.19,-0.58,-0.64
-0.17,-0.57,-0.70
-0.13,-0.54,-0.80
-0.16,-0.52,-0.85
-0.16,-0.50,-0.94
-0.22,-0.47,-1.10
-0.31,-0.48,-1.28
-0.42,-0.47,-1.35
-0.49,-0.49,-1.36
-0.53,-0.48,-1.38
-0.57,-0.47,-1.44
-0.61,-0.47,-1.45
-0.62,-0.48,-1.35
