AX,AY,AZ
-0.04,-0.19,-0.84
-0.03,-0.20,-0.83
-0.02,-0.20,-0.84
0.03,-0.19,-0.86
0.07,-0.18,-0.86
0.10,-0.17,-0.90
0.14,-0.17,-0.91
0.13,-0.15,-0.90
0.13,-0.14,-0.93
0.20,-0.14,-0.94
0.22,-0.14,-0.93
0.22,-0.13,-0.92
0.19,-0.12,-0.93
0.18,-0.12,-0.95
0.21,-0.11,-0.95
0.20,-0.10,-0.95
0.20,-0.08,-0.99
0.26,-0.08,-1.00
0.28,-0.09,-0.97
0.27,-0.09,-0.98
0.28,-0.10,-0.99
0.26,-0.10,-0.98
0.24,-0.11,-0.95
0.23,-0.11,-0.93
0.20,-0.11,-0.95
0.18,-0.11,-0.95
0.18,-0.11,-0.93
0.19,-0.11,-0.94
0.21,-0.12,-0.96
0.21,-0.13,-0.94
0.17,-0.12,-0.91
0.19,-0.12,-0.94
0.26,-0.13,-0.96
0.24,-0.12,-0.96
0.21,-0.12,-0.97
0.20,-0.12,-0.95
0.19,-0.12,-0.92
0.17,-0.11,-0.92
0.21,-0.11,-0.94
0.27,-0.11,-0.95
0.27,-0.11,-0.96
0.25,-0.10,-0.96
0.24,-0.10,-0.97
0.25,-0.10,-0.96
0.24,-0.09,-0.95
0.22,-0.09,-0.94
0.23,-0.09,-0.93
0.24,-0.08,-0.95
0.23,-0.07,-0.99
0.24,-0.08,-0.99
0.24,-0.08,-0.97
0.21,-0.08,-0.95
0.19,-0.08,-0.95
0.21,-0.09,-0.94
0.24,-0.10,-0.93
0.22,-0.10,-0.94
0.21,-0.09,-0.96
0.20,-0.09,-0.96
0.22,-0.09,-0.95
0.23,-0.09,-0.97
0.23,-0.10,-0.98
0.19,-0.11,-0.94
0.18,-0.12,-0.93
0.20,-0.12,-0.93
0.18,-0.12,-0.95
0.17,-0.11,-0.93
0.16,-0.10,-0.92
0.16,-0.09,-0.92
0.18,-0.08,-0.94
0.20,-0.06,-0.93
0.23,-0.04,-0.93
0.32,-0.02,-0.98
0.46,-0.01,-1.03
0.56,0.00,-1.04
0.73,0.04,-1.13
1.01,0.06,-1.25
1.27,0.08,-1.30
1.41,0.14,-1.36
1.52,0.15,-1.40
1.54,0.18,-1.43
1.49,0.19,-1.38
1.33,0.20,-1.27
1.16,0.19,-1.26
1.07,0.18,-1.25
0.92,0.18,-1.13
0.74,0.18,-1.04
0.55,0.13,-0.91
0.20,0.09,-0.78
-0.24,0.07,-0.69
-0.69,0.03,-0.67
-1.13,0.01,-0.62
-1.55,-0.02,-0.45
-2.05,-0.06,-0.28
-2.54,-0.06,-0.16
-2.95,-0.05,-0.04
-3.21,-0.02,-0.02
-3.21,0.05,0.03
-2.85,0.08,0.19
-2.28,0.12,0.18
-1.72,0.15,0.09
-1.27,0.17,0.04
-0.94,0.23,-0.12
-0.53,0.32,-0.40
0.12,0.42,-0.79
1.05,0.50,-1.30
2.06,0.42,-1.68
2.82,0.27,-1.87
3.22,0.13,-1.91
3.20,0.03,-1.94
2.94,0.03,-1.95
2.76,0.07,-1.89
2.71,-0.04,-1.75
2.51,-0.03,-1.58
2.24,0.01,-1.38
1.91,0.11,-1.21
1.49,0.07,-1.12
1.04,0.15,-1.09
0.74,0.16,-1.04
0.42,0.17,-0.99
0.02,0.17,-0.90
-0.52,0.20,-0.83
-1.11,0.24,-0.70
-1.76,0.25,-0.49
-2.50,0.21,-0.26
-3.22,0.21,-0.14
-3.60,0.26,-0.18
-3.28,0.26,-0.11
-2.47,0.13,0.01
-1.89,0.06,0.01
-1.65,0.05,0.05
-1.45,0.05,0.09
-1.11,0.06,-0.00
-0.70,0.10,-0.20
-0.27,0.13,-0.44
0.25,0.22,-0.71
0.91,0.25,-1.04
1.65,0.19,-1.41
2.29,0.10,-1.62
2.74,-0.00,-1.81
2.96,-0.06,-1.91
2.91,-0.08,-1.92
2.68,-0.08,-1.86
2.40,-0.05,-1.74
2.21,-0.11,-1.59
1.99,-0.06,-1.46
1.78,-0.03,-1.28
1.54,-0.00,-1.03
1.09,0.02,-1.01
0.65,0.12,-1.07
0.35,0.15,-1.07
0.09,0.14,-0.99
-0.26,0.12,-0.88
-0.69,0.11,-0.72
-1.20,0.09,-0.52
-1.81,0.10,-0.36
-2.43,0.13,-0.21
-2.97,0.16,-0.09
-3.20,0.17,-0.10
-3.01,0.15,-0.10
-2.51,0.10,0.03
-2.02,0.07,0.11
-1.69,0.07,0.08
-1.40,0.10,0.08
-1.12,0.11,0.12
-0.80,0.15,-0.02
-0.39,0.23,-0.35
0.15,0.30,-0.72
0.73,0.29,-1.06
1.25,0.25,-1.31
1.67,0.18,-1.48
2.07,0.12,-1.64
2.36,0.01,-1.79
2.43,-0.04,-1.87
2.36,-0.04,-1.91
2.29,-0.02,-1.90
2.21,-0.05,-1.89
2.11,-0.03,-1.72
1.91,-0.03,-1.50
1.52,-0.03,-1.33
1.10,0.03,-1.29
0.88,0.05,-1.26
0.77,0.07,-1.16
0.66,0.09,-1.10
0.49,0.11,-1.10
0.31,0.10,-1.00
0.07,0.05,-0.97
-0.21,0.04,-0.87
-0.45,-0.01,-0.76
-0.66,-0.07,-0.65
-0.83,-0.13,-0.59
-0.92,-0.18,-0.58
-0.93,-0.26,-0.55
-0.90,-0.33,-0.47
-0.91,-0.36,-0.34
-1.03,-0.38,-0.23
-1.25,-0.36,-0.20
-1.47,-0.34,-0.17
-1.64,-0.33,-0.12
-1.76,-0.30,-0.07
-1.77,-0.24,-0.04
-1.65,-0.22,-0.05
-1.52,-0.19,-0.08
-1.43,-0.13,-0.09
-1.31,-0.04,-0.14
-1.02,0.07,-0.35
-0.56,0.15,-0.65
-0.03,0.17,-0.91
0.56,0.20,-1.08
1.06,0.14,-1.21
1.44,0.07,-1.34
1.57,-0.01,-1.45
1.49,-0.05,-1.55
1.33,-0.08,-1.54
1.17,-0.11,-1.47
1.09,-0.14,-1.39
1.03,-0.17,-1.41
1.01,-0.14,-1.38
0.99,-0.15,-1.31
0.86,-0.12,-1.29
0.68,-0.10,-1.32
0.56,-0.10,-1.26
0.51,-0.12,-1.16
0.39,-0.13,-1.10
0.27,-0.13,-1.06
0.18,-0.15,-0.96
0.08,-0.17,-0.89
-0.03,-0.18,-0.92
-0.12,-0.19,-0.95
-0.15,-0.21,-0.91
-0.15,-0.23,-0.84
-0.15,-0.24,-0.84
-0.11,-0.25,-0.88
-0.06,-0.26,-0.85
-0.09,-0.28,-0.78
-0.11,-0.28,-0.78
-0.01,-0.28,-0.83
0.08,-0.29,-0.87
0.07,-0.29,-0.87
0.06,-0.27,-0.87
0.10,-0.26,-0.91
0.12,-0.26,-0.93
0.12,-0.25,-0.92
0.13,-0.23,-0.92
0.15,-0.23,-0.96
0.16,-0.22,-0.97
0.15,-0.24,-0.91
0.10,-0.22,-0.91
0.12,-0.22,-0.96
0.16,-0.21,-0.97
0.18,-0.21,-0.98
0.19,-0.20,-0.99
0.18,-0.20,-0.99
0.16,-0.20,-0.98
0.18,-0.21,-0.98
0.19,-0.22,-0.96
0.16,-0.22,-0.98
0.18,-0.22,-0.95
0.18,-0.23,-0.93
0.14,-0.23,-0.95
0.13,-0.23,-0.95
0.16,-0.23,-0.93
0.19,-0.23,-0.94
0.19,-0.23,-0.97
0.19,-0.22,-0.98
0.21,-0.22,-0.98
0.19,-0.23,-0.96
0.13,-0.23,-0.93
0.09,-0.24,-0.90
0.08,-0.24,-0.92
0.11,-0.24,-0.95
0.11,-0.23,-0.93
0.09,-0.22,-0.93
0.10,-0.21,-0.95
0.11,-0.20,-0.95
0.13,-0.20,-0.95
0.15,-0.21,-0.95
0.13,-0.21,-0.94
0.12,-0.22,-0.92
0.11,-0.22,-0.89
0.11,-0.22,-0.91
0.14,-0.22,-0.94
0.17,-0.21,-0.93
0.17,-0.22,-0.93
0.15,-0.20,-0.95
0.15,-0.19,-0.98
0.18,-0.20,-0.98
0.15,-0.20,-0.94
0.12,-0.20,-0.93
0.13,-0.21,-0.93
0.16,-0.22,-0.93
0.17,-0.22,-0.94
0.18,-0.22,-0.93
0.16,-0.22,-0.94
0.17,-0.21,-0.96
0.20,-0.22,-0.97
0.19,-0.22,-0.95
0.14,-0.21,-0.94
0.14,-0.21,-0.94
0.15,-0.22,-0.93
0.14,-0.22,-0.92
0.11,-0.21,-0.94
0.13,-0.21,-0.94
0.16,-0.21,-0.93
0.14,-0.21,-0.93
0.12,-0.19,-0.93
0.13,-0.19,-0.92
0.18,-0.17,-0.95
0.25,-0.16,-1.01
0.38,-0.14,-1.11
0.56,-0.11,-1.28
0.77,-0.08,-1.42
0.94,-0.06,-1.53
1.02,-0.05,-1.55
1.01,-0.04,-1.44
1.01,-0.05,-1.24
1.05,-0.06,-1.18
1.05,-0.05,-1.22
0.99,-0.04,-1.23
0.93,-0.03,-1.18
0.88,-0.06,-1.07
0.89,-0.09,-0.92
0.78,-0.10,-0.84
0.53,-0.06,-0.85
0.35,-0.11,-0.79
0.10,-0.14,-0.67
-0.27,-0.14,-0.62
-0.60,-0.15,-0.63
-0.82,-0.17,-0.58
-1.03,-0.19,-0.46
-1.34,-0.18,-0.33
-1.76,-0.16,-0.21
-2.20,-0.08,-0.10
-2.62,-0.03,-0.03
-3.02,0.04,-0.08
-3.25,0.15,-0.08
-3.04,0.22,0.15
-2.45,0.22,0.34
-1.85,0.24,0.31
-1.46,0.33,0.11
-1.07,0.37,-0.16
-0.59,0.46,-0.56
0.02,0.54,-0.83
0.75,0.62,-1.19
1.63,0.61,-1.69
2.52,0.54,-2.12
3.23,0.35,-2.36
3.55,0.21,-2.34
3.44,0.12,-2.17
3.02,0.08,-2.00
2.60,0.07,-1.86
2.35,0.08,-1.68
2.26,0.08,-1.51
2.10,0.11,-1.39
1.79,0.17,-1.30
1.46,0.21,-1.20
1.12,0.22,-1.06
0.79,0.23,-0.98
0.47,0.23,-0.90
0.18,0.16,-0.70
-0.16,0.18,-0.78
-0.50,0.17,-0.70
-0.89,0.11,-0.53
-1.39,0.08,-0.33
-2.07,0.05,-0.15
-2.79,0.07,-0.03
-3.35,0.13,-0.07
-3.31,0.17,-0.04
-2.57,0.10,0.05
-1.73,0.00,0.05
-1.42,-0.00,-0.03
-1.37,0.02,-0.03
-1.24,0.03,-0.04
-1.01,0.06,-0.20
-0.69,0.09,-0.46
-0.26,0.14,-0.69
0.36,0.26,-1.03
1.18,0.26,-1.41
2.07,0.19,-1.61
2.81,0.07,-1.86
3.12,-0.05,-2.07
2.95,-0.08,-2.15
2.52,-0.05,-2.07
2.19,-0.07,-1.90
2.06,-0.06,-1.66
2.02,-0.08,-1.48
1.84,-0.05,-1.40
1.47,0.02,-1.36
1.10,0.05,-1.26
0.77,0.10,-1.14
0.52,0.09,-1.03
0.26,0.08,-1.02
0.02,0.07,-1.00
-0.15,-0.02,-0.82
-0.46,-0.01,-0.74
-0.83,-0.00,-0.63
-1.26,0.01,-0.48
-1.74,-0.06,-0.28
-2.34,-0.05,-0.14
-2.85,0.03,-0.17
-2.98,0.07,-0.15
-2.64,0.07,-0.00
-2.07,0.01,0.10
-1.66,0.01,0.03
-1.44,0.06,-0.02
-1.27,0.06,0.02
-1.07,0.11,-0.08
-0.73,0.15,-0.33
-0.26,0.24,-0.61
0.42,0.28,-0.94
1.22,0.26,-1.36
1.94,0.15,-1.63
2.44,0.01,-1.82
2.61,-0.06,-2.01
2.54,-0.08,-2.09
2.43,-0.09,-2.05
2.29,-0.09,-1.96
2.20,-0.09,-1.77
2.09,-0.06,-1.65
1.93,-0.01,-1.62
1.69,0.05,-1.60
1.43,0.10,-1.47
1.18,0.13,-1.29
0.93,0.15,-1.16
0.72,0.08,-1.03
0.38,0.13,-1.03
0.07,0.13,-0.97
-0.16,0.10,-0.85
-0.40,0.05,-0.62
-0.72,-0.01,-0.53
-1.10,-0.02,-0.34
-1.46,-0.08,-0.17
-1.82,-0.11,-0.02
-2.16,-0.10,-0.05
-2.30,-0.06,-0.17
-2.17,-0.05,-0.22
-1.90,-0.08,-0.15
-1.77,-0.08,-0.07
-1.74,-0.06,-0.03
-1.66,-0.05,-0.04
-1.56,-0.04,-0.11
-1.43,0.00,-0.20
-1.22,0.01,-0.26
-1.04,0.06,-0.35
-0.71,0.26,-0.54
-0.05,0.40,-0.89
0.77,0.38,-1.24
1.36,0.26,-1.49
1.60,0.16,-1.56
1.64,0.14,-1.58
1.68,0.11,-1.62
1.82,0.07,-1.66
2.03,-0.02,-1.66
1.99,-0.12,-1.62
1.70,-0.12,-1.41
1.36,-0.13,-1.27
1.15,-0.10,-1.27
1.00,-0.10,-1.29
0.82,-0.08,-1.25
0.67,-0.07,-1.16
0.56,-0.08,-1.08
0.42,-0.07,-1.03
0.24,-0.07,-1.00
0.05,-0.09,-0.97
-0.15,-0.10,-0.91
-0.33,-0.13,-0.86
-0.47,-0.15,-0.88
-0.54,-0.18,-0.87
-0.54,-0.21,-0.81
-0.48,-0.23,-0.83
-0.38,-0.25,-0.82
-0.33,-0.30,-0.75
-0.30,-0.30,-0.73
-0.25,-0.31,-0.76
-0.17,-0.32,-0.78
-0.14,-0.32,-0.79
-0.10,-0.30,-0.79
-0.00,-0.29,-0.82
0.09,-0.29,-0.87
0.13,-0.27,-0.90
0.17,-0.27,-0.91
0.20,-0.26,-0.88
0.21,-0.25,-0.90
0.21,-0.25,-0.95
0.21,-0.24,-0.95
0.20,-0.25,-0.93
0.17,-0.24,-0.94
0.18,-0.23,-0.97
0.21,-0.23,-0.99
0.21,-0.21,-1.01
0.22,-0.20,-1.02
0.24,-0.20,-1.01
0.24,-0.21,-1.00
0.20,-0.21,-1.01
0.15,-0.21,-1.01
0.15,-0.22,-0.99
0.14,-0.23,-0.98
0.10,-0.23,-0.97
0.09,-0.22,-0.97
0.12,-0.23,-0.96
0.12,-0.23,-0.95
0.11,-0.22,-0.96
0.13,-0.24,-0.94
0.14,-0.24,-0.94
0.13,-0.25,-0.95
0.12,-0.26,-0.93
0.09,-0.26,-0.92
0.08,-0.26,-0.93
0.07,-0.25,-0.91
0.06,-0.25,-0.90
0.07,-0.25,-0.93
0.09,-0.24,-0.94
0.12,-0.24,-0.94
0.14,-0.24,-0.92
0.09,-0.23,-0.93
0.09,-0.23,-0.93
0.13,-0.24,-0.91
0.11,-0.24,-0.91
0.06,-0.23,-0.91
0.07,-0.23,-0.91
0.09,-0.23,-0.94
0.12,-0.22,-0.95
0.14,-0.22,-0.97
0.16,-0.22,-0.96
0.16,-0.22,-0.97
0.16,-0.22,-0.98
0.15,-0.22,-0.96
0.13,-0.23,-0.93
0.12,-0.23,-0.94
0.09,-0.23,-0.94
0.07,-0.23,-0.93
0.09,-0.22,-0.95
0.13,-0.22,-0.97
0.17,-0.23,-0.97
0.14,-0.22,-0.97
0.12,-0.23,-0.95
0.13,-0.24,-0.94
0.13,-0.24,-0.93
0.14,-0.25,-0.90
0.14,-0.25,-0.90
0.14,-0.24,-0.92
0.15,-0.23,-0.94
0.14,-0.23,-0.92
0.07,-0.20,-0.96
0.09,-0.21,-1.02
0.12,-0.22,-0.99
0.04,-0.20,-0.91
-0.01,-0.19,-0.89
-0.03,-0.19,-0.87
-0.04,-0.18,-0.85
0.01,-0.17,-0.85
0.11,-0.17,-0.88
0.24,-0.15,-0.98
0.46,-0.12,-1.09
0.74,-0.11,-1.26
0.98,-0.10,-1.35
1.22,-0.08,-1.41
1.43,-0.10,-1.43
1.50,-0.11,-1.44
1.45,-0.11,-1.38
1.30,-0.10,-1.32
1.11,-0.09,-1.22
0.92,-0.10,-1.12
0.77,-0.10,-1.07
0.61,-0.09,-1.02
0.43,-0.12,-0.87
0.12,-0.12,-0.87
-0.20,-0.10,-0.80
-0.49,-0.13,-0.70
-0.89,-0.14,-0.56
-1.45,-0.12,-0.43
-2.05,-0.10,-0.31
-2.58,-0.03,-0.24
-2.85,0.02,-0.19
-2.75,0.06,-0.17
-2.35,0.05,-0.14
-1.80,0.04,-0.16
-1.36,0.04,-0.17
-1.07,0.05,-0.19
-0.80,0.04,-0.19
-0.49,0.05,-0.30
-0.04,0.08,-0.61
0.57,0.09,-1.00
1.23,0.07,-1.35
1.84,0.00,-1.59
2.26,-0.12,-1.70
2.42,-0.20,-1.76
2.32,-0.25,-1.76
2.12,-0.25,-1.70
1.96,-0.25,-1.62
1.88,-0.28,-1.49
1.63,-0.19,-1.46
1.36,-0.14,-1.33
1.16,-0.15,-1.17
0.85,-0.06,-1.13
0.47,-0.03,-1.05
0.12,-0.02,-0.99
-0.24,-0.02,-0.90
-0.67,-0.03,-0.82
-1.11,-0.05,-0.68
-1.56,-0.07,-0.54
-1.93,-0.05,-0.43
-2.21,-0.06,-0.32
-2.35,-0.04,-0.26
-2.23,-0.03,-0.23
-1.87,-0.06,-0.19
-1.44,-0.07,-0.20
-1.15,-0.05,-0.21
-0.96,-0.03,-0.23
-0.72,-0.04,-0.28
-0.41,-0.03,-0.42
0.01,0.00,-0.67
0.57,0.05,-1.04
1.24,0.04,-1.40
1.88,-0.03,-1.62
2.33,-0.12,-1.78
2.46,-0.18,-1.84
2.29,-0.20,-1.85
2.00,-0.19,-1.79
1.82,-0.24,-1.65
1.65,-0.17,-1.50
1.58,-0.14,-1.41
1.35,-0.12,-1.34
1.02,-0.05,-1.28
0.72,-0.04,-1.15
0.43,-0.05,-0.98
0.07,-0.01,-1.00
-0.30,0.01,-0.96
-0.66,0.01,-0.92
-1.01,-0.02,-0.84
-1.39,-0.07,-0.67
-1.79,-0.10,-0.50
-2.10,-0.12,-0.36
-2.21,-0.12,-0.27
-2.10,-0.14,-0.18
-1.81,-0.17,-0.11
-1.52,-0.18,-0.08
-1.30,-0.12,-0.13
-1.00,-0.11,-0.21
-0.71,-0.12,-0.25
-0.56,-0.11,-0.28
-0.37,-0.06,-0.44
-0.01,-0.03,-0.70
0.47,-0.02,-0.94
0.97,-0.02,-1.18
1.41,-0.05,-1.37
1.78,-0.09,-1.50
2.06,-0.12,-1.63
2.21,-0.15,-1.74
2.23,-0.14,-1.80
2.17,-0.15,-1.80
1.97,-0.17,-1.66
1.69,-0.11,-1.48
1.40,-0.07,-1.44
1.15,-0.03,-1.39
0.93,0.01,-1.35
0.73,0.06,-1.27
0.53,0.08,-1.22
0.31,0.08,-1.19
-0.01,0.14,-1.13
-0.37,0.08,-1.04
-0.69,0.05,-0.87
-0.91,-0.02,-0.76
-1.07,-0.09,-0.65
-1.21,-0.14,-0.50
-1.36,-0.20,-0.39
-1.55,-0.22,-0.32
-1.72,-0.24,-0.27
-1.80,-0.22,-0.20
-1.79,-0.23,-0.13
-1.73,-0.25,-0.05
-1.62,-0.23,-0.04
-1.44,-0.23,-0.08
-1.22,-0.19,-0.19
-0.96,-0.15,-0.32
-0.66,-0.09,-0.51
-0.33,-0.07,-0.69
-0.01,-0.06,-0.81
0.26,-0.06,-0.89
0.49,-0.07,-0.94
0.69,-0.09,-0.99
0.83,-0.10,-1.07
0.92,-0.06,-1.25
1.09,-0.04,-1.45
1.27,-0.08,-1.54
1.36,-0.10,-1.56
1.34,-0.11,-1.49
1.14,-0.19,-1.40
0.83,-0.14,-1.17
0.65,-0.13,-1.10
0.64,-0.16,-1.13
0.57,-0.16,-1.10
0.44,-0.14,-1.06
0.34,-0.16,-1.02
0.28,-0.15,-0.99
0.23,-0.14,-0.99
0.13,-0.14,-1.01
0.07,-0.16,-1.02
0.05,-0.17,-0.98
0.01,-0.19,-0.93
-0.03,-0.21,-0.90
-0.06,-0.23,-0.87
-0.06,-0.23,-0.88
-0.02,-0.24,-0.90
0.03,-0.25,-0.90
0.06,-0.25,-0.90
0.09,-0.25,-0.91
0.12,-0.25,-0.92
0.14,-0.25,-0.94
0.14,-0.25,-0.95
0.11,-0.25,-0.94
0.09,-0.24,-0.94
0.10,-0.24,-0.92
0.09,-0.23,-0.93
0.11,-0.22,-0.93
0.16,-0.23,-0.92
0.16,-0.22,-0.95
0.16,-0.21,-0.99
0.18,-0.21,-0.95
0.19,-0.21,-0.92
0.16,-0.20,-0.95
0.14,-0.20,-0.96
0.14,-0.19,-0.94
0.14,-0.19,-0.92
0.14,-0.19,-0.94
0.12,-0.19,-0.96
0.15,-0.20,-0.94
0.16,-0.21,-0.93
0.13,-0.21,-0.95
0.12,-0.21,-0.93
0.12,-0.22,-0.93
0.13,-0.21,-0.96
0.15,-0.22,-0.97
0.13,-0.21,-0.95
0.09,-0.20,-0.95
0.10,-0.20,-0.96
0.11,-0.21,-0.95
0.10,-0.21,-0.95
0.10,-0.22,-0.96
0.11,-0.22,-0.96
0.11,-0.23,-0.93
0.09,-0.22,-0.94
0.09,-0.21,-0.94
0.10,-0.21,-0.97
0.12,-0.20,-0.98
0.14,-0.20,-0.98
0.12,-0.20,-0.98
0.10,-0.19,-0.99
0.11,-0.19,-0.96
0.12,-0.21,-0.94
0.15,-0.21,-0.98
0.15,-0.20,-0.95
0.11,-0.19,-0.92
0.09,-0.19,-0.92
0.13,-0.18,-0.96
0.18,-0.18,-0.99
0.17,-0.18,-0.97
0.14,-0.19,-0.95
0.13,-0.19,-0.94
0.13,-0.19,-0.94
0.12,-0.19,-0.94
0.15,-0.19,-0.94
0.20,-0.20,-0.91
0.17,-0.20,-0.92
0.12,-0.19,-0.94
0.13,-0.19,-0.93
0.19,-0.20,-0.92
0.20,-0.21,-0.93
0.15,-0.21,-0.92
0.13,-0.21,-0.91
0.14,-0.21,-0.92
0.14,-0.21,-0.92
0.14,-0.21,-0.92
0.14,-0.19,-0.91
0.17,-0.18,-0.91
0.21,-0.17,-0.94
0.24,-0.16,-0.97
0.25,-0.16,-0.97
0.27,-0.15,-1.00
0.35,-0.13,-1.07
0.49,-0.12,-1.15
0.63,-0.09,-1.23
0.80,-0.07,-1.34
1.00,-0.06,-1.42
1.08,-0.06,-1.42
1.02,-0.04,-1.35
0.92,-0.01,-1.30
0.86,-0.02,-1.25
0.81,-0.02,-1.22
0.72,-0.02,-1.17
0.59,0.01,-1.12
0.42,0.01,-1.11
0.22,-0.03,-1.04
-0.06,-0.05,-1.04
-0.34,-0.07,-0.94
-0.57,-0.10,-0.85
-0.77,-0.14,-0.73
-0.97,-0.16,-0.64
-1.17,-0.17,-0.61
-1.44,-0.18,-0.52
-1.81,-0.17,-0.37
-2.20,-0.16,-0.19
-2.47,-0.15,-0.02
-2.55,-0.13,0.08
-2.40,-0.09,0.13
-2.04,-0.06,0.14
-1.64,-0.01,0.09
-1.37,0.00,0.08
-1.25,0.13,-0.03
-1.03,0.25,-0.27
-0.55,0.41,-0.62
0.16,0.55,-0.99
0.95,0.64,-1.28
1.85,0.65,-1.57
2.66,0.51,-1.85
3.15,0.34,-2.02
3.24,0.22,-2.04
2.98,0.17,-1.97
2.49,0.16,-1.88
2.07,0.15,-1.82
1.67,0.12,-1.54
1.42,0.20,-1.21
1.44,0.17,-1.32
1.49,0.14,-1.48
1.31,0.10,-1.35
0.90,0.12,-1.18
0.58,0.06,-0.86
0.32,-0.07,-0.77
-0.12,0.05,-1.03
-0.43,0.00,-0.75
-0.82,0.04,-0.56
-1.30,0.02,-0.34
-1.88,0.03,-0.39
-2.41,0.04,-0.39
-2.73,0.08,-0.48
-2.72,0.06,-0.47
-2.35,0.01,-0.36
-1.84,-0.06,-0.19
-1.49,-0.10,-0.13
-1.36,-0.09,-0.16
-1.27,-0.06,-0.17
-1.12,-0.01,-0.20
-0.80,0.04,-0.34
-0.33,0.12,-0.57
0.26,0.18,-0.87
0.90,0.22,-1.14
1.51,0.18,-1.41
2.06,0.14,-1.69
2.50,0.09,-1.95
2.73,0.05,-2.08
2.75,-0.04,-2.06
2.59,-0.02,-1.92
2.31,-0.16,-1.83
1.86,-0.05,-1.45
1.58,-0.05,-1.33
1.39,-0.13,-1.28
1.17,-0.01,-1.19
0.96,-0.05,-1.12
0.79,-0.08,-1.11
0.48,-0.01,-1.19
0.14,0.02,-0.97
-0.24,0.01,-0.76
-0.61,0.02,-0.69
-1.00,0.04,-0.62
-1.40,0.02,-0.51
-1.93,0.02,-0.40
-2.51,0.06,-0.36
-2.96,0.11,-0.36
-3.04,0.12,-0.27
-2.66,0.12,-0.06
-1.99,0.04,0.10
-1.45,0.01,0.06
-1.17,0.03,-0.08
-0.90,0.06,-0.25
-0.47,0.08,-0.42
0.03,0.09,-0.62
0.59,0.08,-0.82
1.15,0.07,-1.07
1.75,0.07,-1.42
2.35,-0.03,-1.71
2.74,-0.15,-1.89
2.81,-0.23,-1.97
2.54,-0.27,-1.92
2.13,-0.22,-1.76
1.77,-0.23,-1.57
1.57,-0.22,-1.50
1.43,-0.23,-1.41
1.00,-0.12,-1.29
0.69,-0.07,-1.10
0.57,-0.14,-1.08
0.30,0.01,-1.31
0.01,-0.02,-1.19
-0.36,-0.00,-0.92
-0.69,-0.02,-0.77
-0.97,-0.05,-0.69
-1.21,-0.06,-0.60
-1.48,-0.04,-0.45
-1.79,-0.10,-0.33
-2.05,-0.12,-0.28
-2.12,-0.10,-0.29
-1.92,-0.12,-0.23
-1.57,-0.17,-0.14
-1.24,-0.20,-0.07
-1.09,-0.20,-0.07
-1.08,-0.17,-0.11
-1.10,-0.13,-0.16
-1.02,-0.07,-0.26
-0.77,-0.02,-0.44
-0.38,0.06,-0.72
0.15,0.10,-0.95
0.64,0.06,-1.12
1.06,0.02,-1.19
1.27,-0.13,-1.18
1.33,-0.11,-1.28
1.26,-0.14,-1.35
1.16,-0.14,-1.46
1.11,-0.14,-1.48
1.06,-0.21,-1.38
0.97,-0.18,-1.13
0.81,-0.20,-1.21
0.78,-0.21,-1.34
0.75,-0.20,-1.33
0.63,-0.15,-1.27
0.50,-0.13,-1.15
0.43,-0.12,-1.10
0.39,-0.12,-1.12
0.34,-0.12,-1.12
0.29,-0.11,-1.11
0.27,-0.14,-1.08
0.24,-0.16,-1.01
0.17,-0.19,-0.95
0.11,-0.20,-0.93
0.08,-0.20,-0.93
0.08,-0.21,-0.93
0.08,-0.22,-0.92
0.05,-0.23,-0.89
-0.00,-0.22,-0.89
-0.00,-0.22,-0.91
0.03,-0.23,-0.91
0.03,-0.23,-0.88
0.01,-0.23,-0.88
0.06,-0.24,-0.91
0.11,-0.25,-0.91
0.11,-0.25,-0.91
0.11,-0.24,-0.90
0.12,-0.24,-0.89
0.14,-0.23,-0.90
0.15,-0.22,-0.91
0.17,-0.21,-0.93
0.17,-0.21,-0.95
0.15,-0.21,-0.94
0.14,-0.19,-0.96
0.19,-0.19,-0.99
0.22,-0.20,-0.99
0.18,-0.20,-0.96
0.12,-0.19,-0.95
0.13,-0.19,-0.95
0.19,-0.20,-0.95
0.21,-0.21,-0.95
0.17,-0.20,-0.95
0.12,-0.19,-0.97
0.15,-0.20,-0.98
0.18,-0.21,-0.97
0.15,-0.20,-0.96
0.13,-0.19,-0.97
0.16,-0.20,-0.98
0.16,-0.21,-0.96
0.13,-0.21,-0.93
0.11,-0.21,-0.93
0.12,-0.21,-0.96
0.12,-0.21,-0.94
0.10,-0.20,-0.94
0.12,-0.20,-0.95
0.14,-0.21,-0.93
0.12,-0.20,-0.93
0.12,-0.20,-0.93
0.15,-0.20,-0.92
0.15,-0.20,-0.92
0.15,-0.20,-0.92
0.16,-0.20,-0.91
0.15,-0.20,-0.91
0.13,-0.19,-0.92
0.14,-0.19,-0.92
0.15,-0.18,-0.93
0.17,-0.18,-0.95
0.16,-0.18,-0.96
0.16,-0.18,-0.96
0.16,-0.19,-0.95
0.16,-0.19,-0.94
0.15,-0.18,-0.94
0.16,-0.18,-0.95
0.18,-0.18,-0.96
0.19,-0.18,-0.96
0.18,-0.18,-0.94
0.15,-0.18,-0.94
0.13,-0.18,-0.96
0.13,-0.17,-0.96
0.12,-0.17,-0.95
0.10,-0.17,-0.95
0.12,-0.16,-0.96
