timestamp,AX,AY,AZ
11544,-1.00,0.16,-0.62
11562,-0.98,0.15,-0.59
11581,-0.96,0.22,-0.59
11599,-1.00,0.26,-0.57
11618,-0.97,0.29,-0.59
11636,-0.88,0.33,-0.58
11655,-0.84,0.36,-0.58
11673,-0.82,0.39,-0.57
11692,-0.70,0.41,-0.57
11710,-0.60,0.44,-0.59
11729,-0.51,0.49,-0.63
11747,-0.44,0.47,-0.59
11766,-0.51,0.58,-0.55
11784,-0.53,0.66,-0.60
11803,-0.45,0.73,-0.70
11821,-0.34,0.78,-0.86
11840,-0.12,0.77,-0.97
11858,0.11,0.78,-0.98
11877,0.22,0.73,-0.97
11895,0.14,0.75,-1.03
11914,0.33,0.71,-0.88
11932,0.68,0.63,-0.93
11951,0.67,0.58,-0.88
11969,0.72,0.55,-0.92
11988,0.89,0.50,-0.95
12006,1.08,0.40,-0.98
12025,1.08,0.35,-1.11
12043,1.03,0.31,-1.15
12062,1.00,0.30,-1.05
12080,0.98,0.29,-1.05
12099,1.05,0.25,-1.15
12117,1.11,0.11,-1.23
12136,1.23,0.09,-1.33
12154,1.19,0.16,-1.17
12173,0.92,0.05,-1.40
12191,0.82,0.08,-1.24
12210,0.70,0.11,-1.13
12228,0.70,0.06,-1.27
12247,0.79,0.11,-1.07
12265,0.50,0.10,-1.11
12284,0.41,0.07,-1.18
12302,0.42,0.03,-1.19
12321,0.54,0.02,-1.09
12339,0.46,0.01,-1.04
12358,0.39,0.01,-1.12
12376,0.32,0.01,-1.06
12395,0.24,0.01,-1.03
12413,0.19,0.00,-1.02
12432,0.16,-0.01,-0.99
12450,0.13,-0.02,-0.97
12469,0.09,-0.02,-1.00
12487,0.10,-0.01,-0.94
12506,0.08,-0.02,-0.91
12524,-0.01,-0.02,-0.97
12543,-0.01,-0.04,-1.00
12561,0.00,-0.05,-0.94
12580,0.04,-0.05,-0.92
12598,-0.04,-0.05,-1.01
12617,0.00,-0.05,-1.03
12635,0.08,-0.06,-0.97
12654,0.06,-0.06,-0.93
12672,0.05,-0.07,-0.94
12691,0.06,-0.08,-0.97
12709,0.06,-0.08,-0.98
12728,0.06,-0.08,-0.92
12746,0.09,-0.09,-0.93
12765,0.10,-0.09,-0.98
12783,0.11,-0.09,-0.96
12802,0.14,-0.10,-0.94
12820,0.10,-0.09,-0.97
12839,0.09,-0.10,-0.99
12857,0.11,-0.09,-0.98
12876,0.11,-0.09,-0.95
12894,0.07,-0.07,-0.99
12913,0.08,-0.07,-1.04
12931,0.08,-0.06,-1.01
12950,0.09,-0.06,-0.96
12968,0.05,-0.06,-0.98
12987,0.05,-0.07,-1.02
13005,0.10,-0.07,-1.00
13024,0.07,-0.07,-0.97
13042,0.06,-0.05,-0.99
13061,0.07,-0.05,-1.01
13079,0.08,-0.04,-0.99
13098,0.02,-0.03,-0.97
13116,0.05,-0.04,-0.99
13135,0.08,-0.05,-1.00
13153,0.11,-0.05,-0.96
13172,0.12,-0.06,-0.96
13190,0.10,-0.05,-0.97
13209,0.13,-0.06,-0.99
13227,0.17,-0.06,-0.95
13246,0.14,-0.06,-0.95
13264,0.13,-0.07,-0.98
13283,0.14,-0.07,-0.97
13301,0.13,-0.07,-0.94
13320,0.11,-0.06,-0.94
13338,0.10,-0.06,-0.97
13357,0.09,-0.06,-0.97
13375,0.11,-0.07,-0.97
13394,0.13,-0.07,-0.95
13412,0.13,-0.07,-0.95
13431,0.17,-0.08,-0.95
13449,0.20,-0.08,-0.95
13468,0.20,-0.08,-0.97
13486,0.28,-0.07,-1.04
13505,0.35,-0.06,-1.05
13523,0.36,-0.03,-1.05
13542,0.37,-0.00,-1.07
13560,0.44,0.00,-1.10
13579,0.53,0.01,-1.11
13597,0.61,0.03,-1.17
13616,0.72,0.04,-1.20
13634,0.84,0.04,-1.22
13653,0.93,0.04,-1.23
13671,0.94,0.07,-1.26
13690,0.94,0.10,-1.24
13708,0.95,0.11,-1.21
13727,0.96,0.12,-1.17
13745,0.95,0.14,-1.11
13764,0.86,0.19,-1.02
13782,0.82,0.24,-0.99
13801,0.85,0.26,-1.06
13819,0.82,0.31,-1.10
13838,0.82,0.34,-1.20
13856,0.83,0.36,-1.23
13875,0.66,0.43,-1.18
13893,0.64,0.44,-1.16
13912,0.65,0.45,-1.15
13930,0.55,0.48,-1.11
13949,0.55,0.51,-1.08
13967,0.54,0.51,-0.93
13986,0.41,0.54,-0.98
14004,0.51,0.52,-0.96
14023,0.53,0.54,-0.88
14041,0.45,0.58,-0.79
14060,0.26,0.61,-0.74
14078,-0.05,0.65,-0.79
14097,-0.25,0.64,-0.79
14115,-0.31,0.56,-0.57
14134,-0.39,0.44,-0.52
14152,-0.28,0.29,-0.58
14171,-0.26,0.18,-0.59
14189,-0.44,0.04,-0.61
14208,-0.45,-0.02,-0.81
14226,-0.59,0.14,-0.85
14245,-0.74,0.40,-0.85
14263,-0.88,0.61,-0.72
14282,-1.01,0.71,-0.64
14300,-1.12,0.68,-0.60
14319,-1.06,0.75,-0.61
14337,-1.22,0.63,-0.51
14356,-0.92,0.57,-0.71
14374,-1.02,0.59,-0.57
14393,-1.09,0.54,-0.41
14411,-1.35,0.50,-0.57
14430,-1.45,0.41,-0.37
14448,-1.41,0.30,-0.52
14467,-1.38,0.24,-0.55
14485,-1.45,0.19,-0.55
14504,-1.32,0.15,-0.66
14522,-1.17,0.15,-0.75
14541,-1.07,0.16,-0.71
14559,-1.06,0.17,-0.74
14578,-1.15,0.20,-0.82
14596,-1.11,0.19,-0.77
14615,-1.03,0.16,-0.76
14633,-1.04,0.13,-0.76
14652,-0.95,0.10,-0.70
14670,-0.94,0.06,-0.70
14689,-0.91,0.03,-0.76
14707,-0.70,-0.03,-0.79
14726,-0.64,-0.06,-0.83
14744,-0.64,-0.07,-0.87
14763,-0.54,-0.09,-0.86
14781,-0.52,-0.09,-0.80
14800,-0.54,-0.09,-0.81
14818,-0.54,-0.10,-0.77
14837,-0.56,-0.10,-0.74
14855,-0.59,-0.10,-0.69
14874,-0.56,-0.12,-0.70
14892,-0.55,-0.13,-0.75
14911,-0.38,-0.17,-0.80
14929,-0.29,-0.20,-0.88
14948,-0.33,-0.19,-0.90
